v,v_e,gflg,slist,bmnum,p_l,w_l,elv,phi0,time,tfreq,scan,rsep,frang,gdlat,glong,sza,tau_l
1.0110206604003906,19.641820907592773,0,9,0,5.462427616119385,244.67770385742188,39.34025192260742,-1.8974770307540891,2017-08-03 11:00:00.029036,10.5,1,45,180,56.88268935470303,-107.02833612540866,92.18105146883694,18.571934325247213
-34.64337158203125,156.6573944091797,0,19,6,3.2800395488739014,877.7708740234375,41.18690490722656,1.9751485586166384,2017-08-03 11:00:09.000814,10.8,0,45,180,60.0659436387716,-101.70665822572568,87.78016542257882,5.033104099510925
12.35487174987793,143.52024841308594,0,21,2,3.383434772491455,748.4336547851562,35.57674026489258,2.054631471633911,2017-08-03 11:00:12.000900,10.6,0,45,180,61.30691742243183,-105.4179594397581,88.51570833737317,6.014252551804587
1.2591837644577026,6.620747089385986,0,5,6,8.708972930908203,96.45684814453124,42.63758850097656,2.363889217376709,2017-08-03 11:00:27.001322,10.8,0,45,180,55.08979573319571,-104.92751169196944,92.24491302517067,45.80195465083866
4.725376129150391,11.904983520507812,0,4,6,2.764352560043335,148.39254760742188,41.399208068847656,2.035367250442505,2017-08-03 11:01:12.000583,10.8,0,45,180,54.68700578427568,-105.1578435879524,92.49821936136794,29.771792827267884
3.625826358795166,5.705772876739502,0,2,6,9.30482006072998,81.33952331542969,42.14860534667969,2.273355007171631,2017-08-03 11:01:24.000919,10.7,0,45,180,53.85439792570587,-105.62442934292751,93.18004744868416,54.822070521688495
-2.257789134979248,8.907245635986328,0,7,6,3.113519191741944,127.93670654296876,41.33622741699219,2.070472717285156,2017-08-03 11:01:51.000678,10.7,0,45,180,55.881847106683566,-104.46276248955904,91.41254671341788,34.85474344222974
6.564335346221924,29.62160301208496,0,7,3,2.4913787841796875,340.0135498046875,3.609896898269653,-2.8442723751068115,2017-08-03 11:02:18.001436,10.7,0,45,180,56.03736065958847,-105.6970833736252,91.83644223056312,13.114774649305861
3.5487260818481445,16.43384552001953,0,20,4,3.074801445007324,145.77748107910156,32.63505935668945,0.7679703235626221,2017-08-03 11:02:24.000601,10.5,0,45,180,60.74701668158566,-103.41197319715448,87.87341816280086,31.171743490523017
-136.92893981933594,422.25390625,0,26,6,3.9236319065094,1306.4228515625,31.447105407714844,-0.2142865359783172,2017-08-03 11:02:27.000687,10.7,0,45,180,62.7393608060558,-99.46079382964037,85.34476426279342,3.4132907871794687
10.176603317260742,23.998699188232425,0,6,5,3.96437406539917,296.3386535644531,40.8985710144043,2.0635812282562256,2017-08-03 11:02:30.000773,10.8,0,45,180,55.546879609911045,-105.05888737363586,91.80455434435544,14.908322391759002
507.1030883789063,2443.445556640625,0,62,6,8.345344543457031,3556.958984375,39.14825439453125,1.5025246143341064,2017-08-03 11:02:39.001023,10.7,0,45,180,75.22918158128525,-77.12060493720334,73.91293088115654,1.253655468895587
6.092992305755615,22.809080123901367,0,8,7,2.198012113571167,253.96804809570312,26.41519546508789,-0.9188088774681092,2017-08-03 11:02:42.000610,10.5,0,45,180,56.1840602269528,-103.7897785969885,90.83369214411684,17.89255885126129
-65.31104278564453,127.31884765625,0,25,6,3.94370698928833,656.4126586914062,41.61855316162109,2.161470413208008,2017-08-03 11:02:45.001187,10.7,0,45,180,62.36208289075661,-99.80280797784316,85.63267335526594,6.7932892889187535
-1.6986738443374634,54.573638916015625,0,4,6,5.310176372528076,458.6886596679688,21.4833984375,-2.0555684566497803,2017-08-03 11:02:51.000860,10.8,0,45,180,54.68700578427568,-105.1578435879524,92.3036274847064,9.63161414907586
-191.4294891357422,281.1571655273437,0,19,14,3.5544755458831787,1209.379150390625,28.86829948425293,0.8114269971847534,2017-08-03 11:03:27.000478,10.8,0,45,180,57.75339462632244,-95.60610165346824,85.91890078308414,3.6530414659882977
4.935190200805664,14.816001892089844,0,3,6,6.062685966491699,231.25979614257807,12.281785011291504,-3.055701732635498,2017-08-03 11:03:39.001313,10.7,0,45,180,54.27677546394092,-105.38902328170256,92.55407906827608,19.282214884639053
9.585205078125,37.643402099609375,0,8,6,1.6479874849319458,366.2803039550781,40.16019821166992,1.757700800895691,2017-08-03 11:03:39.001313,10.7,0,45,180,56.2734116727643,-104.22645852811296,90.87557125592262,12.174285745776555
8.290959358215332,45.00503921508789,0,28,0,2.7183213233947754,329.8688049316406,16.699338912963867,-0.4687908291816711,2017-08-03 11:04:00.022379,10.7,1,45,180,64.17218429800242,-107.97069257275692,87.48174710340673,13.51810482450167
-3.242302656173706,10.660111427307127,0,6,1,2.262317419052124,129.99270629882812,34.87876892089844,2.5601513385772705,2017-08-03 11:04:06.000573,10.5,0,45,180,55.65101436877334,-106.56067782673009,92.25105598484666,34.95687086047912
-18.033727645874023,314.6849365234375,0,16,3,2.6346826553344727,1327.3099365234375,31.793909072875977,0.6203386783599854,2017-08-03 11:04:18.001409,10.7,0,45,180,59.1906097833525,-104.99890596235684,89.08654688862389,3.359577865497484
-9.878639221191406,55.741004943847656,0,17,3,2.369205951690674,444.2602844238281,37.17058944702149,1.8729289770126345,2017-08-03 11:04:18.001409,10.7,0,45,180,59.60607035280778,-104.86355054540628,88.82659212376247,10.037361519232487
-0.7450369596481323,34.75922393798828,0,5,6,3.2091224193573,348.0858764648437,9.324237823486328,3.0398812294006348,2017-08-03 11:04:27.001159,10.7,0,45,180,55.08979573319571,-104.92751169196944,91.7763491003434,12.810634917700792
16.37742805480957,50.32975387573242,0,6,6,3.880847454071045,504.17681884765625,32.83328628540039,0.0762022584676742,2017-08-03 11:04:45.000660,10.7,0,45,180,55.48760254315796,-104.69619328763632,91.4077463196472,8.84451826561748
-6.213680267333984,10.732182502746582,0,3,11,4.877701759338379,146.12335205078125,17.891386032104492,-1.7050819396972656,2017-08-03 11:05:09.000833,10.5,0,45,180,53.95517906295759,-104.2744891628904,92.01587902524658,31.097960614215395
3.158080577850342,11.238852500915527,0,29,11,3.093888998031616,111.07112884521484,38.56265640258789,2.1427924633026123,2017-08-03 11:05:09.000833,10.5,0,45,180,61.86020852181777,-91.9669030360339,82.40359435267514,40.911965999957474
-48.56885147094727,84.81358337402344,0,10,12,3.9207468032836914,627.1602783203125,11.791825294494627,-2.402127504348755,2017-08-03 11:05:15.001005,10.7,0,45,180,56.13614443517864,-100.89891153158445,88.82515131215969,7.110145902960938
15.036964416503906,81.22298431396484,0,6,6,3.886360883712769,664.606689453125,30.432052612304688,-0.4576018750667572,2017-08-03 11:05:30.000927,10.7,0,45,180,55.48760254315796,-104.69619328763632,91.31998906688392,6.709533855381876
9.197104454040527,40.97929382324219,0,6,6,2.687227487564087,416.67572021484375,39.478328704833984,1.5353082418441772,2017-08-03 11:05:54.000601,10.8,0,45,180,55.48760254315796,-104.69619328763632,91.2731196992601,10.602758860537193
-23.2609920501709,49.551025390625,0,11,6,3.215035915374756,438.0554504394531,40.40453720092773,1.7757240533828735,2017-08-03 11:06:36.000774,10.8,0,45,180,57.33133527348552,-103.57963255106657,89.22962034224162,10.08528071057361
239.44992065429688,1821.453369140625,0,9,6,21.370567321777344,2909.109375,31.21217536926269,-0.2624018788337707,2017-08-03 11:06:45.000524,10.7,0,45,180,56.6628734688925,-103.9867243272512,89.68908242968486,1.5328406424729257
-51.78535842895508,218.9205017089844,0,8,6,3.362663745880127,1099.9600830078125,41.10335922241211,1.954928994178772,2017-08-03 11:07:06.000619,10.8,0,45,180,56.2734116727643,-104.22645852811296,89.9283905505567,4.0164295529688525
-9.78525161743164,18.170799255371094,0,5,6,2.125950813293457,221.63351440429688,35.67783737182617,0.8424881100654602,2017-08-03 11:07:30.000791,10.6,0,45,180,55.08979573319571,-104.92751169196944,91.41590322433866,20.309514245832812
-11.068853378295898,16.5898494720459,0,6,6,2.691584825515747,209.4251251220703,42.208866119384766,2.327908515930176,2017-08-03 11:07:42.000628,10.7,0,45,180,55.48760254315796,-104.69619328763632,91.06163642021444,21.29257929677645
32.40023422241211,176.10325622558594,0,6,4,4.133989810943604,1094.2762451171875,26.826080322265625,-0.3715178370475769,2017-08-03 11:08:24.000801,10.5,0,45,180,55.59305666236882,-105.4281919420892,91.26455807736926,4.152642687044429
1.517712116241455,41.14547729492188,0,18,4,1.933362364768982,347.5635070800781,24.14679336547852,-0.8267403244972229,2017-08-03 11:08:24.000801,10.5,0,45,180,59.93767251142776,-103.79979743825152,87.85808423551968,13.074267448467664
-262.75067138671875,439.1314392089844,0,13,6,4.992667675018311,1080.528076171875,22.26353454589844,-1.844077229499817,2017-08-03 11:08:39.000836,10.7,0,45,180,57.87837100913645,-103.2568288132127,88.63234529556362,4.126872019093843
11.236454963684082,18.44428062438965,0,3,6,7.585750102996826,283.6103210449219,41.659122467041016,2.4210262298583984,2017-08-03 11:08:51.000673,10.6,0,45,180,54.27677546394092,-105.38902328170256,91.92936169734789,15.871315971731121
-68.08580780029297,124.8491668701172,0,12,6,3.405162811279297,692.7747802734375,40.826454162597656,2.207626342773437,2017-08-03 11:08:51.000673,10.6,0,45,180,57.61117289667558,-103.41439480136692,88.80458935133251,6.497449310108276
106.15103912353516,365.7327575683594,0,27,6,2.210259437561035,1382.882080078125,30.946922302246094,-0.0247787907719612,2017-08-03 11:09:06.001095,10.6,0,45,180,63.11528807647736,-99.11071474273066,84.38674433914788,3.254991212189085
148.7163848876953,233.75831604003903,0,34,13,2.377028703689575,1034.8201904296875,25.277698516845703,0.1120799854397773,2017-08-03 11:09:21.000510,10.5,0,45,180,61.96880954808784,-86.58418493247852,79.55772439069985,4.3912346211620275
-422.4702453613281,1301.9927978515625,0,42,13,2.559111833572388,2881.857421875,26.440410614013672,0.3193410038948059,2017-08-03 11:09:21.000510,10.5,0,45,180,63.65118112940865,-80.51187159073375,76.4650516317853,1.5768088359957133
-596.7584228515625,1168.5452880859375,0,18,6,3.839505672454834,2409.744140625,28.2574405670166,-0.9295359253883362,2017-08-03 11:09:36.000932,10.8,0,45,180,59.67669669293189,-102.00278156049438,87.14476926952335,1.833353222028296
