v,v_e,gflg,slist,bmnum,p_l,w_l,elv,phi0,time,tfreq,scan,rsep,frang,gdlat,glong,sza,tau_l
-78.80126190185547,2.6121463775634766,0,2,0,28.095388412475586,35.748695373535156,20.448776245117188,-0.08431348204612732,2017-08-10 11:00:00.010641,10.7,1,45,180,53.92039824887122,-106.88532101331549,95.50302606267815,124.73744948746209
54.972984313964844,2.8430941104888916,0,3,0,9.04410457611084,24.486177444458008,17.584949493408203,-0.49120715260505676,2017-08-10 11:00:00.010641,10.7,1,45,180,54.366864194338184,-106.88729218649564,95.2421989331642,182.11095192435883
-82.65509796142578,2.30081844329834,0,2,1,20.993635177612305,40.89783477783203,13.046143531799316,-1.4850409030914307,2017-08-10 11:00:03.397581,10.7,0,45,180,53.930313094543514,-106.67060004298538,95.38792564613367,109.0326934817597
-79.47142791748047,1.0722126960754395,0,1,2,17.59717559814453,5.872650146484375,18.208967208862305,-1.3304357528686523,2017-08-10 11:00:06.905663,10.7,0,45,180,53.4637681510571,-106.55061562240314,95.59480342480174,759.3166580965978
-66.24262237548828,1.405007004737854,0,3,2,14.095087051391602,12.569456100463867,10.876821517944336,-2.090181589126587,2017-08-10 11:00:06.905663,10.7,0,45,180,54.374727267788764,-106.3790271153537,94.98355489082745,354.76484008201817
-70.64942169189453,2.366001844406128,0,2,3,16.44004249572754,37.51888656616211,19.034364700317383,-1.2253456115722656,2017-08-10 11:00:10.321188,10.5,0,45,180,53.92457294492217,-106.24452925116947,95.17319350546182,121.11602083070976
-55.154293060302734,2.7222659587860107,0,3,3,11.599474906921387,46.19289016723633,3.612338066101074,-2.427255868911743,2017-08-10 11:00:10.321188,10.5,0,45,180,54.36424358857358,-106.12685271074413,94.86304391036022,98.37310959415548
50.05601119995117,1.0181735754013062,0,6,3,12.995553970336914,4.029752731323242,41.29530715942383,-3.029555082321167,2017-08-10 11:00:10.321188,10.5,0,45,180,55.62591356552876,-105.80261195325886,93.98476544097034,1127.6469177800336
-79.03607177734375,3.621378183364868,0,2,4,6.842257976531982,59.658058166503906,8.238825798034668,-2.934607744216919,2017-08-10 11:00:13.833766,10.7,0,45,180,53.909235382459045,-106.03457892150624,95.0739721443724,74.74599778211874
58.5061149597168,3.3473007678985596,0,8,4,3.2985434532165527,21.64400863647461,41.86155700683594,2.71644926071167,2017-08-10 11:00:13.833766,10.7,0,45,180,56.40487711524329,-105.12912766199248,93.22459499690358,206.02473221547046
52.23799133300781,3.523484468460083,0,2,5,14.06778621673584,51.229705810546875,40.07184600830078,1.9442601203918457,2017-08-10 11:00:17.248292,10.7,0,45,180,53.885791254713126,-105.82763911648556,94.9807110053915,87.0432693853373
62.85289001464844,5.476598262786865,0,13,5,5.429627895355225,21.580528259277344,41.00041961669922,2.185175657272339,2017-08-10 11:00:17.248292,10.7,0,45,180,57.98529329288271,-103.91196058420485,91.78776299752506,206.63076593048768
344.89990234375,104.19094848632812,0,15,5,11.129998207092285,809.5396118164062,42.40983581542969,2.5597305297851562,2017-08-10 11:00:17.248292,10.7,0,45,180,58.6137565694309,-103.60374911277619,91.30676247017114,5.5083173427346805
540.1298828125,490.32147216796875,0,16,5,14.405288696289062,1635.2080078125,42.70390701293945,2.639216423034668,2017-08-10 11:00:17.248292,10.7,0,45,180,59.019741328695126,-103.36904762018065,90.98298877399473,2.726993178907134
-117.4968490600586,6.989564418792725,0,19,5,6.865598678588867,70.3948974609375,41.90563201904297,2.42451548576355,2017-08-10 11:00:17.248292,10.7,0,45,180,60.2215210287204,-102.64477400256386,89.54532189947071,63.34551571544579
453.6514892578125,107.40057373046875,0,20,5,8.764508247375488,563.1527099609375,42.40083694458008,2.5573055744171143,2017-08-10 11:00:17.248292,10.7,0,45,180,60.61783066024498,-102.39520063801169,89.27239540959863,7.9182804318003175
-406.54132080078125,298.40887451171875,0,21,5,11.10627269744873,1241.68408203125,42.83995819091797,2.6761457920074463,2017-08-10 11:00:17.248292,10.7,0,45,180,61.012394367466555,-102.14092194074864,88.99568963745692,3.591252515780246
61.75038528442383,10.076570510864258,0,27,5,5.5459394454956055,19.12632179260254,41.99464416503906,2.4482884407043457,2017-08-10 11:00:17.248292,10.7,0,45,180,63.35083974561214,-100.49718807999174,87.27507043565156,233.14472755151965
-55.982574462890625,15.706026077270508,0,30,5,8.139216423034668,139.3459930419922,42.311737060546875,2.5333170890808105,2017-08-10 11:00:17.248292,10.7,0,45,180,64.5051523915933,-99.5838915198213,86.39164367508923,32.00092794957673
955.0589599609375,5.751297473907471,0,39,5,7.491484642028809,53.61110305786133,42.049537658691406,2.4629695415496826,2017-08-10 11:00:17.248292,10.7,0,45,180,67.91797518458415,-96.34897554443289,83.70767841213515,83.17682026773988
77.9949951171875,20.313507080078125,0,48,5,7.939679145812988,156.889404296875,42.52179718017578,2.5899391174316406,2017-08-10 11:00:17.248292,10.7,0,45,180,71.24793722752027,-92.05380680196002,81.00841595527402,28.422576421802578
265.5902404785156,5.2810235023498535,0,49,5,2.90641450881958,25.14859962463379,43.00224685668945,2.7203242778778076,2017-08-10 11:00:17.248292,10.7,0,45,180,71.6114796770587,-91.48670865065388,80.70844316954008,177.31409104112078
83.9765853881836,10.135092735290527,0,50,5,5.636539459228516,116.02851104736328,42.31977844238281,2.5354795455932617,2017-08-10 11:00:17.248292,10.7,0,45,180,71.973469030902,-90.89782398011792,80.40851546346047,38.43194265915167
