GDALT,NE,DNE,TR,DTR,UT1_UNIX,AZM,ELM,TIME,COR_NE
135.28,1.41212e+11,5.95934e+09,1.0122,0.0875,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,2.84147e+11
144.28,1.48348e+11,5.5961e+09,1.2655,0.0877,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,3.36082e+11
155.06,1.70276e+11,6.84005e+09,1.2587,0.0936,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,3.84602e+11
166.03,1.86426e+11,7.65848e+09,1.471,0.1078,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,4.60659e+11
178.88,2.17142e+11,8.22968e+09,1.6167,0.1029,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,5.68195e+11
193.34,2.65061e+11,8.91415e+09,2.0277,0.107,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,8.02525e+11
208.02,3.16623e+11,9.39836e+09,2.0279,0.0942,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,9.58703e+11
222.83,3.22688e+11,9.76635e+09,2.1126,0.0972,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.0044e+12
239.71,3.17521e+11,8.66985e+09,2.2282,0.0925,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.02502e+12
258.2,2.72311e+11,8.27187e+09,2.2706,0.1046,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,8.9062e+11
276.89,2.37238e+11,8.42896e+09,2.2234,0.1199,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,7.64713e+11
295.86,2.14595e+11,8.60815e+09,2.3208,0.1395,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,7.12627e+11
317.03,1.851e+11,7.22969e+09,2.0916,0.1268,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,5.72255e+11
338.1,1.64076e+11,8.16555e+09,2.6048,0.1951,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,5.91461e+11
359.15,1.35572e+11,6.82676e+09,2.3914,0.1816,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,4.59779e+11
382.02,1.05611e+11,6.94738e+09,2.1838,0.2207,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,3.36244e+11
407.51,6.61044e+10,6.36509e+09,1.6085,0.2594,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.72433e+11
433.1,5.69561e+10,7.07038e+09,1.2039,0.2785,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.25526e+11
458.71,6.22303e+10,7.28063e+09,1.7387,0.3338,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.7043e+11
486.54,4.36012e+10,7.35424e+09,1.3262,0.3995,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.01425e+11
514.7,5.58427e+10,9.86903e+09,1.7975,0.5169,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.5622e+11
545.01,3.87414e+10,8.74005e+09,3.2781,1.1318,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.6574e+11
575.59,5.70158e+10,9.86003e+09,4.3782,1.1786,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,3.06642e+11
606.97,4.44443e+10,1.09929e+10,2.8003,1.047,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.68902e+11
640.52,2.18939e+10,2.15101e+09,4.2613,0.4109,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.1519e+11
672.71,5.20798e+10,1.22007e+10,4.3489,1.6086,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,2.7857e+11
705.9,5.7471e+10,1.11794e+10,2.773,0.6173,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,2.16838e+11
742.48,5.37261e+10,2.50166e+10,1.2479,0.7538,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.20771e+11
763.97,1.04705e+11,1.00803e+10,11.3001,0.674,1.5047e+09,359.45,30,2017-09-06 12:55:58.800,1.28788e+12
76.97,2.81928e+10,2.38843e+10,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,5.63856e+10
81.46,1.85674e+10,5.84288e+08,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.71348e+10
87.52,5.97253e+10,1.94258e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,1.19451e+11
92.74,8.80795e+10,8.57995e+08,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,1.76159e+11
98.07,1.22829e+11,1.52024e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.45658e+11
101.67,1.56108e+11,2.06592e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.12216e+11
107.12,1.55463e+11,1.56318e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.10926e+11
113.9,1.62939e+11,1.91137e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.25878e+11
120.94,1.51449e+11,5.22606e+09,1.0005,0.0712,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.02974e+11
128.06,1.45036e+11,5.36981e+09,0.9207,0.0724,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.78571e+11
135.34,1.64252e+11,6.52773e+09,1.3023,0.0954,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.78157e+11
144.33,1.59959e+11,5.92448e+09,1.0957,0.08,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.35226e+11
155.23,1.63754e+11,7.29396e+09,1.1611,0.0985,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.53889e+11
166.14,1.99169e+11,8.85717e+09,1.195,0.1011,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,4.37176e+11
178.83,2.19576e+11,8.37215e+09,1.4213,0.0949,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,5.31659e+11
193.42,2.88735e+11,1.02765e+10,1.718,0.0998,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,7.84782e+11
208.18,3.60605e+11,1.02246e+10,2.1076,0.0918,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,1.12062e+12
222.93,3.5831e+11,1.07666e+10,2.2857,0.1035,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,1.1773e+12
239.54,2.85002e+11,9.89492e+09,1.9399,0.1037,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,8.37877e+11
258.19,2.56137e+11,9.673e+09,1.6431,0.1005,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,6.76996e+11
277.24,2.62322e+11,9.83248e+09,1.8969,0.1106,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,7.59921e+11
295.88,2.33505e+11,9.10218e+09,2.3242,0.1363,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,7.76217e+11
316.86,1.93851e+11,8.31541e+09,2.3421,0.1511,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,6.47869e+11
337.57,1.68165e+11,8.60448e+09,1.9351,0.1557,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,4.93581e+11
358.91,1.21693e+11,7.57118e+09,1.9615,0.1915,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.60394e+11
381.59,9.40732e+10,7.70737e+09,1.5877,0.2145,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.43433e+11
407.58,7.76514e+10,6.87473e+09,1.816,0.261,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.18666e+11
433.21,8.05259e+10,8.37072e+09,2.236,0.3581,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.60582e+11
458.76,7.65939e+10,8.87824e+09,1.9632,0.3552,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.26963e+11
486.78,7.29912e+10,8.71e+09,1.8581,0.3509,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.08616e+11
514.8,6.03789e+10,9.59851e+09,3.2319,0.7646,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.55517e+11
545,6.85251e+10,9.48298e+09,3.0485,0.624,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.77424e+11
575.66,4.35904e+10,1.03423e+10,2.2611,0.7973,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,1.42153e+11
606.45,4.8561e+10,1.03713e+10,3.9784,1.326,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,2.41756e+11
639.28,3.27789e+10,1.1601e+10,1.6687,0.975,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,8.74771e+10
672.78,4.59743e+10,1.27235e+10,5.6099,2.6448,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,3.03886e+11
707.08,4.22304e+10,1.35032e+10,1.4823,0.8068,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,1.04829e+11
742.56,6.46122e+10,1.65645e+10,7.1318,2.6235,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,5.25413e+11
764.07,5.82638e+10,1.83907e+09,9.5314,0.2812,1.5047e+09,359.45,30,2017-09-06 12:57:00.000,6.13599e+11
76.95,5.53088e+09,5.51896e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.10618e+10
82.29,1.74235e+10,1.73239e+08,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.4847e+10
87.39,5.70244e+10,1.57425e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.14049e+11
93.19,9.14871e+10,1.01384e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.82974e+11
98.02,1.25264e+11,1.61602e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.50528e+11
101.63,1.55639e+11,2.12376e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.11278e+11
107,1.57073e+11,1.92706e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.14146e+11
113.83,1.56355e+11,1.94758e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.1271e+11
121.03,1.48655e+11,4.98573e+09,0.9914,0.069,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.96032e+11
128.04,1.40984e+11,5.22318e+09,1.0424,0.0768,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.87946e+11
135.34,1.20359e+11,5.73447e+09,0.6701,0.0817,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.01012e+11
144.09,1.53019e+11,5.73387e+09,1.0154,0.0765,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.08394e+11
154.93,1.6435e+11,6.60324e+09,1.1529,0.0898,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.53829e+11
166.17,2.03424e+11,8.29741e+09,1.4153,0.1026,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,4.9133e+11
178.65,2.36478e+11,8.55917e+09,1.6693,0.0999,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,6.31231e+11
193.53,2.93086e+11,9.70055e+09,1.7202,0.0939,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,7.97253e+11
207.74,3.33591e+11,9.92993e+09,2.1645,0.1003,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.05565e+12
222.96,3.51505e+11,1.04897e+10,2.148,0.0977,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.10654e+12
239.53,3.36921e+11,9.70749e+09,2.4853,0.108,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.17427e+12
258.26,3.05402e+11,9.47038e+09,2.2858,0.1068,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.00349e+12
277.05,2.72764e+11,9.44812e+09,2.2693,0.1206,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,8.91747e+11
295.89,2.2674e+11,9.18837e+09,1.9997,0.1259,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,6.80152e+11
316.84,1.65695e+11,7.71351e+09,1.4863,0.1158,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,4.11967e+11
337.92,1.3369e+11,8.30357e+09,1.9896,0.1916,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.9968e+11
359,1.23199e+11,7.72514e+09,2.2093,0.2091,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.95383e+11
382.4,1.10986e+11,7.49745e+09,2.8505,0.2903,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,4.27352e+11
407.5,9.98957e+10,7.25893e+09,2.1496,0.2404,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.14631e+11
432.8,6.1654e+10,8.53996e+09,1.6051,0.3702,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.60615e+11
458.24,6.74555e+10,8.01077e+09,2.1827,0.4017,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.14691e+11
486.72,8.21284e+10,8.83317e+09,2.6848,0.4219,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.02627e+11
515.02,4.5337e+10,8.55107e+09,4.2657,1.3043,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.38731e+11
545.03,7.38186e+10,1.09723e+10,2.1474,0.4894,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.32337e+11
575.8,8.83227e+09,2.64597e+09,0.01,0.01,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,8.92059e+09
606.27,4.18399e+10,1.04373e+10,4.4884,1.9082,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,2.29634e+11
641.11,5.19796e+10,4.8185e+09,6.4587,0.5556,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,3.877e+11
672.92,4.83789e+10,9.17007e+09,2.3313,0.5155,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,1.61165e+11
707.34,6.49514e+09,2.85471e+09,0.01,0.01,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,6.56009e+09
742.9,7.0631e+10,1.73282e+10,6.6701,1.5271,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,5.41747e+11
764.02,1.4746e+11,4.78618e+10,4.7541,2.2751,1.5047e+09,359.45,30,2017-09-06 12:57:57.600,8.485e+11
77,1e+09,3.16195e+06,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2e+09
82.16,1e+09,3.16214e+06,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2e+09
87.71,1.55643e+09,4.9218e+06,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,3.11286e+09
92.78,6.158e+10,5.97541e+08,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.2316e+11
98.06,8.05528e+10,1.07152e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.61106e+11
101.62,1.03085e+11,1.60523e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.0617e+11
106.96,1.04248e+11,1.17165e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.08496e+11
114.01,1.03339e+11,1.24868e+09,1,0,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.06678e+11
120.99,9.27013e+10,3.39748e+09,0.8776,0.0708,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.74056e+11
128.02,8.61689e+10,3.5382e+09,0.8639,0.0781,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.6061e+11
135.27,8.81136e+10,3.92751e+09,0.8606,0.0845,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.63944e+11
144.55,1.0887e+11,3.937e+09,1.2252,0.0843,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.42258e+11
154.97,1.12788e+11,5.07284e+09,1.3746,0.1102,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.67826e+11
166,1.30017e+11,6.01113e+09,1.4574,0.1172,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,3.19504e+11
178.62,1.48246e+11,5.81191e+09,1.4924,0.0998,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,3.69488e+11
193.27,1.99292e+11,6.82211e+09,1.8138,0.1016,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,5.60768e+11
207.99,2.14979e+11,7.57076e+09,1.9556,0.1085,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,6.35392e+11
223.08,2.19673e+11,7.03731e+09,1.995,0.1018,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,6.57921e+11
239.5,2.1843e+11,6.90715e+09,2.1138,0.1016,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,6.80147e+11
258.3,1.91145e+11,6.34307e+09,1.9985,0.1024,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,5.73148e+11
276.59,1.75765e+11,6.58584e+09,1.8382,0.1086,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,4.98856e+11
295.99,1.42326e+11,6.30186e+09,1.8111,0.1268,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,4.00093e+11
317,1.06185e+11,5.68632e+09,2.3765,0.191,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,3.58534e+11
337.92,8.73219e+10,5.92739e+09,2.027,0.2152,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.64323e+11
359.22,7.91214e+10,5.27517e+09,1.7498,0.1895,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.17568e+11
382.24,6.86522e+10,5.40985e+09,1.6397,0.2124,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.81221e+11
407.42,5.2258e+10,5.17081e+09,1.2399,0.2254,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.17053e+11
432.9,6.68254e+10,6.01129e+09,2.12,0.2928,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.08495e+11
458.41,4.30925e+10,5.60709e+09,1.6389,0.3547,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.13717e+11
487.08,4.41144e+10,5.99163e+09,2.822,0.5824,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.68605e+11
514.46,5.17543e+10,6.5022e+09,3.1829,0.6156,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.16483e+11
545.07,3.69697e+10,6.55893e+09,2.1379,0.5981,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.16007e+11
575.43,2.81237e+10,7.90038e+09,5.5691,2.1717,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.84747e+11
606.14,1.2748e+10,5.93073e+09,0.2151,0.4662,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,1.54901e+10
639.68,5.9924e+10,8.53828e+09,6.8481,1.5423,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,4.7029e+11
672.77,3.85235e+10,8.64687e+09,4.6213,1.6839,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.16552e+11
701.68,4.03589e+10,1.26469e+09,7.7217,0.234,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,3.51998e+11
737.66,1.02504e+11,3.01116e+10,5.1096,3.1193,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,6.26258e+11
764.03,1e+06,1e+08,1.336,9.9716,1.5047e+09,359.45,30,2017-09-06 12:58:58.800,2.336e+06
76.99,3.43658e+10,3.41908e+08,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,6.87316e+10
82.41,4.39081e+10,4.38722e+07,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,8.78162e+10
87.48,6.0901e+10,1.91551e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,1.21802e+11
92.9,8.80027e+10,8.77999e+08,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,1.76005e+11
98,1.20212e+11,1.36258e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.40424e+11
101.64,1.50194e+11,1.98444e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.00388e+11
106.83,1.48549e+11,1.6664e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.97098e+11
113.93,1.43703e+11,1.81e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.87406e+11
121.15,1.47594e+11,5.0781e+09,1.0598,0.0727,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.04014e+11
128.01,1.44158e+11,4.9804e+09,1.0237,0.0711,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.91733e+11
135.33,1.4799e+11,6.18014e+09,1.0224,0.0867,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.99295e+11
144.15,1.44393e+11,5.63875e+09,0.9925,0.0793,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.87703e+11
155.4,1.65332e+11,7.05907e+09,1.1525,0.0944,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.55877e+11
165.9,1.7786e+11,7.78829e+09,1.1566,0.0979,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.83573e+11
178.75,2.46132e+11,8.92001e+09,1.6411,0.0999,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,6.50059e+11
193.12,2.92591e+11,9.82102e+09,1.7582,0.097,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,8.07024e+11
207.97,3.23922e+11,1.01693e+10,1.821,0.0929,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,9.13784e+11
222.54,3.37501e+11,1.0383e+10,2.0399,0.0983,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,1.02597e+12
239.39,3.21046e+11,1.00191e+10,1.9972,0.097,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,9.62239e+11
257.79,2.80331e+11,1.00814e+10,1.9305,0.108,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,8.2151e+11
276.92,2.62825e+11,9.72843e+09,1.9959,0.1141,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,7.87397e+11
295.85,2.06611e+11,9.08758e+09,1.9604,0.1342,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,6.11651e+11
317.19,1.6647e+11,8.11039e+09,1.9565,0.1468,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,4.92169e+11
337.74,1.16057e+11,8.19811e+09,1.2887,0.1623,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.6562e+11
358.91,1.06261e+11,7.53726e+09,1.672,0.1949,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.83929e+11
382.22,8.80034e+10,7.70878e+09,1.6165,0.2346,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.30261e+11
407.77,9.1354e+10,6.87898e+09,2.1853,0.2544,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.9099e+11
432.94,8.74172e+10,8.57816e+09,1.8509,0.2833,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.49218e+11
458.93,9.39189e+10,8.22602e+09,3.1102,0.4081,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.86025e+11
486.62,8.45739e+10,9.11953e+09,2.5921,0.4204,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.03798e+11
514.85,4.2085e+10,9.26648e+09,1.7693,0.6317,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,1.16546e+11
544.8,6.93463e+10,8.20268e+09,2.4609,0.399,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,2.40001e+11
575.9,6.27358e+10,1.46454e+10,3.8781,1.4456,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.06032e+11
606.35,6.53429e+10,1.00857e+10,4.1886,1.0252,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.39038e+11
639.56,5.73718e+10,1.78411e+09,7.6648,0.226,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,4.97115e+11
673.41,5.3315e+10,1.30441e+10,4.9257,1.9032,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,3.15929e+11
706.38,4.24912e+10,1.29712e+10,0.7976,0.5553,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,7.63822e+10
740.61,8.04045e+10,2.81803e+10,0.7471,0.5255,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,1.40475e+11
764.02,1.69862e+11,5.35165e+09,7.6351,0.2341,1.5047e+09,359.45,30,2017-09-06 13:00:00.000,1.46678e+12
76.96,9.93371e+09,3.13644e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,1.98674e+10
82.28,3.23091e+10,1.1471e+10,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,6.46182e+10
87.48,5.82108e+10,1.43875e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,1.16422e+11
92.69,8.84224e+10,8.54173e+08,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,1.76845e+11
98.04,1.2336e+11,1.61099e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,2.4672e+11
101.63,1.56204e+11,2.32858e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,3.12408e+11
106.97,1.50725e+11,1.69132e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,3.0145e+11
113.92,1.48631e+11,1.99607e+09,1,0,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,2.97262e+11
121.14,1.35258e+11,4.97738e+09,0.8637,0.0709,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,2.5208e+11
128.13,1.46308e+11,5.24509e+09,1.0705,0.0759,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,3.02931e+11
135.27,1.56777e+11,6.15516e+09,1.1096,0.0849,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,3.30737e+11
144.37,1.44278e+11,5.2235e+09,0.8672,0.0704,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,2.69396e+11
155.21,1.62194e+11,7.14609e+09,1.0594,0.0935,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,3.34022e+11
165.93,2.00618e+11,8.66213e+09,1.4429,0.1091,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,4.9009e+11
178.87,2.52836e+11,8.9253e+09,1.5012,0.0903,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,6.32393e+11
193.28,2.76509e+11,9.45176e+09,1.5374,0.09,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,7.01614e+11
207.9,3.19272e+11,9.98908e+09,1.8133,0.0923,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,8.98208e+11
222.79,3.40155e+11,1.03968e+10,1.8207,0.0896,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,9.59475e+11
239.58,3.31649e+11,9.89547e+09,2.2201,0.1005,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,1.06794e+12
258.16,2.82524e+11,9.17763e+09,2.009,0.1021,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,8.50115e+11
276.94,2.63313e+11,9.24956e+09,2.1438,0.1156,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,8.27803e+11
295.88,1.78931e+11,9.14842e+09,1.5564,0.1305,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,4.57419e+11
317.01,1.55597e+11,7.67324e+09,1.9757,0.1515,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,4.6301e+11
337.71,1.42362e+11,8.30066e+09,1.8713,0.1719,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,4.08764e+11
359.13,1.17988e+11,7.53066e+09,2.243,0.2144,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,3.82635e+11
382.43,1.18772e+11,7.83254e+09,2.3447,0.2298,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,3.97257e+11
407.5,8.43205e+10,7.31833e+09,2.1458,0.2883,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,2.65255e+11
432.92,8.47348e+10,8.7452e+09,2.2927,0.3568,1.5047e+09,359.45,30,2017-09-06 13:00:57.600,2.79006e+11
