GDALT,NE,DNE,TR,DTR,UT1_UNIX,AZM,ELM,TIME,COR_NE
77.08,8.62359e+08,8.62234e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.72472e+09
81.33,5.1165e+09,5.06794e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.0233e+10
87.16,4.5936e+09,4.59238e+07,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,9.1872e+09
92.81,2.77852e+10,2.54662e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,5.55704e+10
98.03,4.08216e+10,3.72632e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,8.16432e+10
101.61,5.63895e+10,3.18897e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.12779e+11
107.56,6.66345e+10,2.2121e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.33269e+11
113.99,6.39552e+10,2.56174e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.2791e+11
121.36,8.43678e+10,7.28457e+09,1.4504,0.2208,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.06735e+11
128.32,6.68204e+10,7.01042e+09,0.77,0.1792,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.18272e+11
135.74,5.26544e+10,7.00221e+09,0.6482,0.2169,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,8.6785e+10
144.95,9.30316e+10,6.61377e+09,1.4141,0.1699,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.24588e+11
155.37,1.02899e+11,6.99943e+09,1.0434,0.1387,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.10264e+11
165.86,1.46719e+11,7.52065e+09,1.7188,0.1487,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,3.989e+11
178.83,1.5967e+11,6.92476e+09,1.8317,0.1302,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,4.52138e+11
193.52,1.55138e+11,7.2927e+09,1.6666,0.1318,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,4.13691e+11
207.78,2.07572e+11,7.70941e+09,2.1484,0.1245,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,6.5352e+11
222.8,2.78011e+11,8.90135e+09,2.2586,0.1098,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,9.05927e+11
239.13,2.74505e+11,8.3959e+09,2.5333,0.1148,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,9.69909e+11
257.97,2.56136e+11,8.3795e+09,2.6344,0.1278,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,9.30901e+11
276.73,2.44091e+11,9.07669e+09,2.3582,0.131,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,8.19706e+11
295.76,2.15947e+11,9.10214e+09,2.3002,0.1442,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,7.12668e+11
316.88,2.10435e+11,8.005e+09,2.5339,0.1451,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,7.43656e+11
337.78,1.77586e+11,9.06243e+09,2.2156,0.1696,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,5.71046e+11
359.05,1.77698e+11,8.01712e+09,2.5261,0.172,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,6.26581e+11
382.26,1.31214e+11,8.39191e+09,2.3819,0.227,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,4.43753e+11
407.58,1.23337e+11,7.88532e+09,2.1153,0.2072,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,3.84232e+11
432.83,9.87893e+10,8.61034e+09,1.9523,0.266,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.91656e+11
458.6,8.73857e+10,8.56331e+09,2.0862,0.3139,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.6969e+11
486.8,5.84833e+10,8.9241e+09,1.4593,0.3808,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.43828e+11
515.04,7.70616e+10,9.49413e+09,2.3069,0.4407,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.54835e+11
545.08,5.86771e+10,9.37401e+09,1.8537,0.4733,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.67447e+11
575.74,8.32053e+10,1.15802e+10,1.7263,0.391,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.26843e+11
606.71,4.11436e+10,7.08254e+09,2.0875,0.4495,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,1.27031e+11
638.99,2.48786e+10,3.72231e+09,0.01,0.0032,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,2.51274e+10
673.29,8.44741e+10,1.45578e+10,5.9288,1.1748,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,5.85304e+11
706.72,3.32854e+10,1.17447e+10,1.6715,0.8771,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,8.89219e+10
742.93,5.04431e+09,1.5246e+09,0.01,0.01,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,5.09475e+09
764.03,5.82488e+10,5.72506e+09,8.4861,0.7502,1.50468e+09,359.45,30,2017-09-06 07:35:20.400,5.52554e+11
77.21,1.51287e+08,1.51286e+06,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,3.02574e+08
82.57,1.65568e+09,1.65555e+07,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,3.31136e+09
87.54,2.52776e+09,2.52724e+07,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,5.05552e+09
92.84,2.18202e+10,1.7784e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,4.36404e+10
97.37,4.23474e+10,4.81523e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,8.46948e+10
101.68,5.69193e+10,2.82243e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.13839e+11
106.96,6.71525e+10,2.05732e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.34305e+11
114.02,6.57446e+10,1.93942e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.31489e+11
120.84,7.0174e+10,5.26608e+09,1.1766,0.1676,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.52741e+11
128.14,6.77409e+10,4.40652e+09,0.9223,0.1254,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.30218e+11
135.31,7.27818e+10,4.57087e+09,1.0371,0.131,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.48264e+11
144.42,8.7671e+10,4.78444e+09,1.1568,0.1196,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.89089e+11
155.21,1.02206e+11,5.64809e+09,1.2914,0.1277,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,2.34195e+11
165.92,1.26847e+11,6.51566e+09,1.6368,0.1377,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,3.3447e+11
179.16,1.24295e+11,6.12307e+09,1.3648,0.1179,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,2.93933e+11
193.46,1.8569e+11,7.06754e+09,2.037,0.1199,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,5.63941e+11
208.16,2.17281e+11,7.12832e+09,2.1266,0.1085,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,6.79351e+11
222.63,2.42853e+11,7.68908e+09,2.1201,0.1029,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,7.57726e+11
239.43,2.44076e+11,7.24275e+09,2.0454,0.0932,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,7.43309e+11
258.04,2.59164e+11,7.27607e+09,2.2853,0.0969,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,8.51431e+11
276.65,2.47636e+11,7.57993e+09,2.3523,0.1106,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,8.3015e+11
296.1,2.18023e+11,7.66348e+09,2.4107,0.1285,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,7.43611e+11
316.87,1.91594e+11,7.03081e+09,2.1015,0.1194,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,5.94229e+11
337.88,1.67973e+11,7.66269e+09,2.1095,0.1489,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,5.22312e+11
359.05,1.69259e+11,7.22497e+09,2.3588,0.1512,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,5.68507e+11
382.08,1.40364e+11,7.10877e+09,2.2897,0.1774,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,4.61755e+11
407.55,1.25056e+11,6.72355e+09,2.1538,0.1781,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,3.94402e+11
433.34,8.30048e+10,7.22664e+09,1.3956,0.212,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.98846e+11
458.93,9.14041e+10,7.19634e+09,1.7325,0.2235,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,2.49762e+11
486.47,6.42511e+10,7.55542e+09,1.482,0.3025,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.59471e+11
514.62,7.70355e+10,8.58303e+09,1.8845,0.33,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,2.22209e+11
544.87,4.37176e+10,8.60551e+09,0.3741,0.2737,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,6.00724e+10
575.57,5.35223e+10,1.01351e+10,3.0183,0.8571,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,2.15069e+11
606.07,5.11733e+10,1.00451e+10,1.6847,0.5434,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,1.37385e+11
639.52,4.49585e+10,1.38771e+10,0.7286,0.5188,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,7.77153e+10
672.99,3.72662e+10,8.62175e+09,5.6229,2.2269,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,2.4681e+11
706.88,2.36799e+10,1.11449e+10,0.5889,0.7667,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,3.7625e+10
742.76,1.59019e+10,1.4294e+10,3.5818,4.735,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,7.28593e+10
764.06,1.15473e+11,3.61657e+10,2.7519,1.3136,1.50468e+09,359.45,30,2017-09-06 07:36:00.000,4.33243e+11
77,1.29597e+09,4.09722e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.59194e+09
83.13,3.48181e+09,1.09711e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,6.96362e+09
87.42,1.30675e+10,1.96073e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.6135e+10
92.75,2.43145e+10,9.30782e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,4.8629e+10
97.95,4.62676e+10,1.05517e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,9.25352e+10
101.61,5.50364e+10,1.93066e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.10073e+11
107.03,6.68253e+10,1.21464e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.33651e+11
114.01,6.35577e+10,1.0871e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.27115e+11
120.97,6.85521e+10,3.31449e+09,0.9246,0.0946,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.31935e+11
128.16,7.20888e+10,3.34402e+09,0.9972,0.0944,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.43976e+11
135.49,8.13619e+10,3.81885e+09,1.1613,0.1034,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.75847e+11
144.43,9.60546e+10,3.67279e+09,1.193,0.0849,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.10648e+11
155.06,1.19533e+11,4.52171e+09,1.4482,0.0956,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.92641e+11
165.94,1.13955e+11,5.25136e+09,1.4454,0.1151,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.78666e+11
178.83,1.35368e+11,5.48406e+09,1.6388,0.1114,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,3.57209e+11
193.37,2.05467e+11,6.45735e+09,2.3571,0.1139,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,6.89773e+11
207.96,2.34985e+11,7.06645e+09,2.3698,0.1086,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,7.91852e+11
222.58,2.58961e+11,7.37366e+09,2.2251,0.097,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,8.35175e+11
239.6,2.65877e+11,7.29948e+09,2.3292,0.0954,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,8.85158e+11
258.12,2.69957e+11,7.24849e+09,2.215,0.0902,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,8.67912e+11
276.86,2.42836e+11,7.68777e+09,2.2366,0.1073,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,7.85963e+11
295.56,2.32477e+11,7.57259e+09,2.7748,0.137,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,8.77554e+11
316.91,2.0191e+11,7.14539e+09,2.2719,0.1232,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,6.60629e+11
337.93,1.7656e+11,7.95411e+09,2.2024,0.1509,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,5.65416e+11
358.98,1.68876e+11,7.4479e+09,2.2878,0.1508,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,5.55231e+11
382.27,1.44236e+11,7.17747e+09,2.5383,0.192,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,5.1035e+11
407.73,1.16305e+11,6.87985e+09,1.5571,0.1526,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.97404e+11
433.15,9.69254e+10,7.77962e+09,1.8469,0.2332,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.75937e+11
458.89,8.087e+10,6.97193e+09,1.2906,0.2009,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.85241e+11
486.68,6.93099e+10,7.61378e+09,1.6175,0.2946,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.81419e+11
515.04,6.78278e+10,8.11818e+09,1.591,0.3187,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.75742e+11
544.8,4.69194e+10,8.95677e+09,1.5938,0.509,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.217e+11
576.39,6.93129e+10,1.14643e+10,1.9112,0.4926,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,2.01784e+11
606.2,3.5934e+10,8.93045e+09,1.2482,0.5667,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,8.07868e+10
639.14,4.1988e+10,1.0739e+10,2.265,0.8994,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.37091e+11
672.68,6.63363e+10,1.78266e+10,1.0308,0.5227,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.34716e+11
706.55,8.50304e+10,1.79817e+10,2.5596,0.8031,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,3.02674e+11
742.31,6.87617e+10,1.35685e+10,4.079,0.8865,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,3.49241e+11
764.01,1.56919e+11,8.28987e+10,5.8502,3.2649,1.50468e+09,359.45,30,2017-09-06 07:36:57.600,1.07493e+12
76.95,1.09931e+09,3.47535e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,2.19862e+09
82.18,7.51589e+09,7.48927e+07,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.50318e+10
87.41,1.37327e+10,1.15023e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,2.74654e+10
93.29,2.73059e+10,5.98741e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,5.46118e+10
97.95,4.35563e+10,1.02997e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,8.71126e+10
101.64,5.42612e+10,3.25628e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.08522e+11
107.11,6.9465e+10,1.24757e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.3893e+11
113.93,6.51861e+10,1.09112e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.30372e+11
121.08,7.56645e+10,3.2381e+09,1.2794,0.1013,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.7247e+11
128.12,7.36745e+10,3.30611e+09,1.1584,0.0992,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.59019e+11
135.3,8.08392e+10,3.52709e+09,1.2035,0.0998,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.78129e+11
144.18,7.91819e+10,3.61475e+09,0.8783,0.0882,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.48727e+11
155.09,1.16602e+11,4.60892e+09,1.5724,0.1072,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,2.99947e+11
165.96,1.30072e+11,5.37422e+09,1.5982,0.1127,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,3.37953e+11
178.92,1.47638e+11,5.95132e+09,1.8979,0.1234,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,4.2784e+11
193.57,1.90861e+11,6.55188e+09,2.1856,0.1181,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,6.08007e+11
207.91,2.24976e+11,6.96304e+09,2.2007,0.1045,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,7.20081e+11
222.51,2.71311e+11,7.53443e+09,2.5751,0.1073,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,9.69964e+11
239.61,2.88213e+11,7.40658e+09,2.4988,0.0956,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.0084e+12
257.88,2.53711e+11,7.01023e+09,2.2933,0.0966,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,8.35546e+11
276.82,2.31491e+11,7.37371e+09,2.2136,0.108,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,7.43919e+11
295.77,2.16296e+11,7.52302e+09,2.3049,0.1219,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,7.14837e+11
316.91,2.254e+11,7.12042e+09,2.727,0.1278,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,8.40066e+11
337.7,1.82374e+11,7.83222e+09,2.4111,0.1568,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,6.22096e+11
358.86,1.68228e+11,7.21451e+09,2.4157,0.1547,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,5.74616e+11
382.3,1.41343e+11,7.19322e+09,2.5354,0.1945,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,4.99704e+11
407.53,1.32946e+11,7.09079e+09,2.2486,0.1813,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,4.31888e+11
433.43,1.19494e+11,7.68457e+09,2.3697,0.2317,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,4.02659e+11
458.83,9.32147e+10,7.4958e+09,2.1792,0.267,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,2.96348e+11
486.75,7.27277e+10,7.74296e+09,1.4305,0.2672,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.76765e+11
515.04,5.24148e+10,7.7256e+09,1.1667,0.324,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.13567e+11
545.17,3.54756e+10,8.05033e+09,0.5978,0.3708,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,5.66829e+10
575.91,6.7543e+10,9.59354e+09,2.0302,0.4457,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,2.04669e+11
606.6,4.04412e+10,1.127e+10,0.8496,0.5025,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,7.48e+10
639.57,7.17276e+10,1.14091e+10,3.8889,0.9192,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,3.50669e+11
672.96,1.91133e+10,2.99734e+09,0.01,0.0032,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,1.93044e+10
705.33,6.09305e+10,1.45746e+10,4.5297,1.4696,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,3.36927e+11
744.01,1.74893e+10,1.7223e+09,13.4085,1.1736,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,2.51995e+11
764.02,1e+06,3.16228e+07,1.3884,9.7498,1.50468e+09,359.45,30,2017-09-06 07:37:58.800,2.3884e+06
76.98,8.68369e+09,2.80618e+10,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.73674e+10
83.26,8.65017e+09,3.05951e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.73003e+10
87.49,1.46206e+10,2.04456e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,2.92412e+10
93.37,2.80295e+10,9.81362e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,5.6059e+10
98.1,4.81535e+10,1.81051e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,9.6307e+10
101.6,6.26989e+10,2.10724e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.25398e+11
107.58,6.29161e+10,1.71739e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.25832e+11
114.06,6.87981e+10,1.39843e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.37596e+11
121.15,7.78278e+10,3.97663e+09,1.2701,0.1205,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.76677e+11
127.99,7.2261e+10,3.86291e+09,1.0637,0.1146,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.49125e+11
135.36,8.81062e+10,4.62176e+09,1.2826,0.1228,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,2.01111e+11
144.5,8.60297e+10,3.96631e+09,1.0348,0.0954,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.75053e+11
155.07,1.04623e+11,4.79291e+09,1.102,0.0987,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,2.19918e+11
166.11,1.29974e+11,6.03436e+09,1.5651,0.1243,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,3.33396e+11
179.07,1.67359e+11,5.94198e+09,2.0933,0.118,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,5.17692e+11
193.06,1.75953e+11,6.42555e+09,2.0345,0.1177,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,5.33929e+11
207.56,2.38596e+11,7.09629e+09,2.325,0.106,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,7.93332e+11
222.93,2.84887e+11,7.79252e+09,2.4345,0.0996,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,9.78444e+11
239.45,2.68767e+11,7.33494e+09,2.5451,0.1047,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,9.52806e+11
258,2.62984e+11,7.54638e+09,2.39,0.104,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,8.91516e+11
276.79,2.51663e+11,7.67584e+09,2.5879,0.1177,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,9.02942e+11
295.74,2.19485e+11,7.62209e+09,2.5247,0.1302,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,7.73619e+11
316.87,2.12139e+11,7.29921e+09,2.4134,0.1247,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,7.24115e+11
337.73,1.82425e+11,7.70445e+09,2.5442,0.1624,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,6.46551e+11
358.85,1.68067e+11,7.15315e+09,2.3301,0.1512,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,5.5968e+11
382.43,1.34613e+11,7.56889e+09,2.269,0.1944,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,4.4005e+11
407.81,1.32297e+11,7.05941e+09,2.252,0.1826,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,4.3023e+11
432.96,1.08842e+11,7.97916e+09,2.05,0.2345,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,3.31968e+11
459.06,9.2946e+10,7.58758e+09,1.8627,0.2395,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,2.66077e+11
486.6,6.87109e+10,8.45671e+09,1.4147,0.2989,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.65916e+11
514.74,9.3408e+10,9.00284e+09,2.2105,0.3264,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,2.99886e+11
544.83,5.04331e+10,8.24663e+09,0.9367,0.3178,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,9.76738e+10
575.8,1.89517e+10,3.79141e+09,0.01,0.01,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.91412e+10
606.49,4.51755e+10,9.15239e+09,2.4223,0.7483,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.54604e+11
639.77,3.62036e+10,1.15781e+10,1.6123,0.8338,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,9.45747e+10
673.11,4.59335e+10,1.15678e+10,2.7566,1.0405,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,1.72554e+11
706.33,8.26857e+10,1.56136e+10,4.1028,1.1598,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,4.21929e+11
742.86,3.75532e+10,1.11626e+10,11.9157,2.6792,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,4.85026e+11
764.09,5.44852e+10,5.34818e+09,4.8373,0.4657,1.50468e+09,359.45,30,2017-09-06 07:39:00.000,3.18046e+11
76.88,2.25663e+09,7.13482e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,4.51326e+09
82.33,2.93926e+09,9.06614e+07,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,5.87852e+09
87.71,1.28441e+10,3.52103e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,2.56882e+10
92.62,2.44645e+10,7.56572e+08,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,4.8929e+10
98.09,4.44812e+10,2.19704e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,8.89624e+10
101.6,5.84861e+10,1.67012e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,1.16972e+11
106.93,6.16176e+10,1.27685e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,1.23235e+11
114.03,6.90679e+10,1.3711e+09,1,0,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,1.38136e+11
121.17,7.50979e+10,3.94499e+09,1.1992,0.1208,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,1.65155e+11
128.2,7.42294e+10,3.81468e+09,1.0043,0.1053,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,1.48778e+11
135.27,8.38708e+10,4.16782e+09,1.1996,0.1118,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,1.84482e+11
144.23,8.06957e+10,3.90507e+09,0.886,0.0936,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,1.52192e+11
155.24,1.09237e+11,4.70313e+09,1.2667,0.1,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,2.47608e+11
166.09,1.35273e+11,5.82664e+09,1.568,0.1145,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,3.47381e+11
178.71,1.52478e+11,5.92358e+09,1.8546,0.1179,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,4.35264e+11
193.18,1.8357e+11,6.3525e+09,1.967,0.108,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,5.44652e+11
207.83,2.44905e+11,7.14452e+09,2.3036,0.1021,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,8.09068e+11
222.53,2.73725e+11,7.82076e+09,2.5889,0.1101,1.50468e+09,359.45,30,2017-09-06 07:39:57.600,9.82372e+11
