v,v_e,gflg,slist,bmnum,p_l,w_l,elv,phi0,time,tfreq,scan,rsep,frang,gdlat,glong,sza,tau_l
-54.82579040527344,2.2939658164978027,0,1,5,9.318255424499512,18.693586349487305,21.28302764892578,-1.8294181823730469,2017-08-24 11:00:02.280026,10.7,0,45,180,53.4335012909358,-106.03686164446967,98.85551429314499,238.5417650755555
73.92578887939453,2.0642335414886475,0,3,5,15.591557502746582,21.009578704833984,11.734932899475098,-2.9030871391296387,2017-08-24 11:00:02.280026,10.7,0,45,180,54.3151129181493,-105.63094691915818,98.18466554110766,212.24609717533352
-51.46888732910156,4.959862232208252,0,2,7,9.826693534851074,79.42333984375,18.379167556762695,-2.581674098968506,2017-08-24 11:00:05.177214,10.8,0,45,180,53.8152195349373,-105.42566507421176,98.3399007628788,55.6248603139837
-65.10779571533203,0.9837297201156616,0,7,7,15.36742877960205,3.6572952270507812,42.78601837158203,2.2808051109313965,2017-08-24 11:00:05.177214,10.8,0,45,180,55.80119346359291,-104.0674606332554,96.64084611381408,1207.9725344024866
-552.2142333984375,193.1809539794922,0,19,8,3.4168434143066406,938.334716796875,36.11458206176758,0.6801065802574158,2017-08-24 11:00:08.073894,10.7,0,45,180,59.65744140719007,-99.92428635054588,92.82753923350569,4.7522499206051565
-56.05513000488281,1.6912249326705933,0,6,5,15.437664031982422,16.680204391479492,42.9749641418457,2.6226041316986084,2017-08-24 11:00:10.966088,10.8,0,45,180,55.546879609911045,-105.05888737363586,97.2392057207375,264.8595952898148
-471.9886474609375,31.73810577392578,0,20,8,3.7832155227661133,234.27981567382812,42.38805389404297,2.2302186489105225,2017-08-24 11:00:16.747117,10.7,0,45,180,60.0212143763668,-99.52687959218099,92.4673457874882,19.03365456632958
62.972660064697266,2.5907657146453857,0,10,5,13.52824878692627,33.29296112060547,7.457040786743164,3.0854907035827637,2017-08-24 11:00:19.638811,10.7,0,45,180,57.12527812773652,-104.28796457078653,96.03700373373482,133.93825401247204
-54.0240478515625,7.198392868041992,0,7,7,1.4116984605789185,99.98519897460938,40.37319564819336,1.7478950023651123,2017-08-24 11:00:31.244039,10.7,0,45,180,55.80119346359291,-104.0674606332554,96.5884431109024,44.598611885859206
-54.339271545410156,1.326177954673767,0,10,7,15.543497085571289,7.735256195068359,8.578174591064453,2.929844856262207,2017-08-24 11:00:31.244039,10.7,0,45,180,56.92975595907609,-103.23303229465213,95.61923223304632,576.4774909772208
