Alt,Ne,Time
202.2724609375,150189125046.85712,2017-09-06 11:09:00.003803
202.2724609375,152174978194.2857,2017-09-06 11:09:57.603783
202.2724609375,152271697627.42856,2017-09-06 11:10:58.803762
202.2724609375,156575697188.5714,2017-09-06 11:12:00.003793
202.2724609375,157966251739.42856,2017-09-06 11:12:57.603762
202.2724609375,158375336813.71426,2017-09-06 11:13:58.803772
202.2724609375,158815001453.7143,2017-09-06 11:15:00.003802
202.2724609375,161414285604.57144,2017-09-06 11:15:57.603751
202.2724609375,158693478985.14285,2017-09-06 11:16:58.803741
202.2724609375,164665554651.42856,2017-09-06 11:18:00.003832
202.2724609375,164194011428.5714,2017-09-06 11:18:57.603771
202.2724609375,165950888813.71426,2017-09-06 11:19:58.803771
202.2724609375,167427583414.85712,2017-09-06 11:21:00.003811
202.2724609375,169901195263.99997,2017-09-06 11:21:57.603850
202.2724609375,170310959104.0,2017-09-06 11:22:58.803780
202.2724609375,172086048475.4286,2017-09-06 11:24:00.003840
202.2724609375,171999136036.5714,2017-09-06 11:24:57.603769
202.2724609375,173659661458.28568,2017-09-06 11:25:58.803830
202.2724609375,172451240813.7143,2017-09-06 11:27:00.003850
202.2724609375,170635046326.85712,2017-09-06 11:27:57.603769
202.2724609375,168597808274.28568,2017-09-06 11:28:58.803769
202.2724609375,170103804489.14282,2017-09-06 11:30:00.003799
202.2724609375,167749987766.8571,2017-09-06 11:30:57.603788
202.2724609375,167120687689.14285,2017-09-06 11:31:58.803858
202.2724609375,166993695305.14285,2017-09-06 11:33:00.003798
202.2724609375,167179028772.5714,2017-09-06 11:33:57.603797
202.2724609375,166631665078.85712,2017-09-06 11:34:58.803817
202.2724609375,166066187702.85712,2017-09-06 11:36:00.003787
202.2724609375,164641912539.42856,2017-09-06 11:36:57.603777
202.2724609375,166559540370.2857,2017-09-06 11:37:58.803777
202.2724609375,162457321471.99997,2017-09-06 11:39:00.003777
202.2724609375,159365234688.0,2017-09-06 11:39:57.603776
202.2724609375,159364373357.7143,2017-09-06 11:40:58.803776
202.2724609375,162011810084.57144,2017-09-06 11:42:00.003776
202.2724609375,162156457398.85712,2017-09-06 11:42:57.603795
202.2724609375,162588463689.14285,2017-09-06 11:43:58.803775
202.2724609375,164186252434.2857,2017-09-06 11:45:00.003815
202.2724609375,168625611922.28568,2017-09-06 11:45:57.603765
202.2724609375,171664478793.14285,2017-09-06 11:46:58.803775
202.2724609375,173959619730.2857,2017-09-06 11:48:00.003825
202.2724609375,173969403318.85712,2017-09-06 11:48:57.603764
202.2724609375,187891915629.71423,2017-09-06 11:49:58.803784
202.2724609375,189569091876.5714,2017-09-06 11:51:00.003764
202.2724609375,186318054546.2857,2017-09-06 11:51:57.603743
202.2724609375,183767517476.5714,2017-09-06 11:52:58.803763
202.2724609375,187654284434.28568,2017-09-06 11:54:00.003763
202.2724609375,193590156141.71426,2017-09-06 11:54:57.603763
202.2724609375,195189463917.71426,2017-09-06 11:55:58.803793
202.2724609375,191053189705.14285,2017-09-06 11:57:00.003923
202.2724609375,195985326079.99997,2017-09-06 11:57:57.603752
202.2724609375,203518382665.14282,2017-09-06 11:58:58.803752
202.2724609375,209503249554.2857,2017-09-06 12:00:00.003903
202.2724609375,212546961407.99997,2017-09-06 12:00:57.603741
202.2724609375,210780623433.14282,2017-09-06 12:01:58.803771
202.2724609375,216973063899.42856,2017-09-06 12:03:00.003801
202.2724609375,214779311835.42856,2017-09-06 12:03:57.603791
202.2724609375,217769792073.14285,2017-09-06 12:04:58.803740
202.2724609375,218519170486.85715,2017-09-06 12:06:00.003901
202.2724609375,218952918162.2857,2017-09-06 12:06:57.603770
202.2724609375,215978026130.2857,2017-09-06 12:07:58.803820
202.2724609375,215350088265.14282,2017-09-06 12:09:00.003850
202.2724609375,212326730020.5714,2017-09-06 12:09:57.603809
202.2724609375,213300683922.2857,2017-09-06 12:10:58.803729
202.2724609375,210651475382.85715,2017-09-06 12:12:00.003880
202.2724609375,212125169371.4286,2017-09-06 12:12:57.603708
202.2724609375,213634903478.85712,2017-09-06 12:13:58.803738
202.2724609375,214184312832.0,2017-09-06 12:15:00.003819
202.2724609375,212558692351.99997,2017-09-06 12:15:57.603708
202.2724609375,212919411858.28568,2017-09-06 12:16:58.803768
202.2724609375,214288615716.5714,2017-09-06 12:18:00.003858
202.2724609375,216107228013.71423,2017-09-06 12:18:57.603757
202.2724609375,215354100004.57138,2017-09-06 12:19:58.803817
202.2724609375,210540710180.57144,2017-09-06 12:21:00.003868
202.2724609375,210217388324.5714,2017-09-06 12:21:57.603767
202.2724609375,216341830509.71426,2017-09-06 12:22:58.803777
202.2724609375,216513033947.42853,2017-09-06 12:24:00.003827
202.2724609375,207130392283.42856,2017-09-06 12:24:57.603786
202.2724609375,204149435830.85715,2017-09-06 12:25:58.803746
202.2724609375,200352581924.5714,2017-09-06 12:27:00.003907
202.2724609375,201402337572.57144,2017-09-06 12:27:57.603755
202.2724609375,199299607990.85718,2017-09-06 12:28:58.803735
202.2724609375,192031061723.4286,2017-09-06 12:30:00.003826
202.2724609375,188699054665.14285,2017-09-06 12:30:57.603734
202.2724609375,188356345856.0,2017-09-06 12:31:58.803724
202.2724609375,185026925129.14285,2017-09-06 12:33:00.003754
202.2724609375,186446580004.5714,2017-09-06 12:33:57.603744
202.2724609375,182184528164.5714,2017-09-06 12:34:58.803724
202.2724609375,184349718235.42856,2017-09-06 12:36:00.003874
202.2724609375,183435146971.42856,2017-09-06 12:36:57.603703
202.2724609375,183240081407.99997,2017-09-06 12:37:58.803703
202.2724609375,189579420818.2857,2017-09-06 12:39:00.003813
202.2724609375,193975903378.2857,2017-09-06 12:39:57.603692
202.2724609375,192947814400.0,2017-09-06 12:40:58.803672
202.2724609375,195650217106.2857,2017-09-06 12:42:00.003722
202.2724609375,197893252242.2857,2017-09-06 12:42:57.603671
202.2724609375,201746298587.42856,2017-09-06 12:43:58.803671
202.2724609375,202074835236.5714,2017-09-06 12:45:00.003661
202.2724609375,201651657581.71426,2017-09-06 12:45:57.603620
202.2724609375,200625134445.71426,2017-09-06 12:46:58.803620
202.2724609375,200620956525.71426,2017-09-06 12:48:00.003640
202.2724609375,203585170870.85712,2017-09-06 12:48:57.603600
202.2724609375,197863756361.14285,2017-09-06 12:49:58.803600
202.2724609375,193207346322.2857,2017-09-06 12:51:00.003660
202.2724609375,195140728539.42856,2017-09-06 12:51:57.603780
202.2724609375,192182133906.2857,2017-09-06 12:52:58.803800
202.2724609375,187449168457.14285,2017-09-06 12:54:00.003891
202.2724609375,186992855332.5714,2017-09-06 12:54:57.603769
202.2724609375,184001181403.42856,2017-09-06 12:55:58.803739
202.2724609375,178521461321.14285,2017-09-06 12:57:00.003850
202.2724609375,184781567707.42853,2017-09-06 12:57:57.603738
202.2724609375,186041036214.85715,2017-09-06 12:58:58.803738
202.2724609375,186551231634.2857,2017-09-06 13:00:00.003809
202.2724609375,188402331062.85712,2017-09-06 13:00:57.603708
202.2724609375,188528714898.2857,2017-09-06 13:01:58.803738
202.2724609375,187776998253.71426,2017-09-06 13:03:00.003798
202.2724609375,196558665435.42856,2017-09-06 13:03:57.603707
202.2724609375,189889422482.2857,2017-09-06 13:04:58.803677
202.2724609375,184628152612.5714,2017-09-06 13:06:00.003797
202.2724609375,184291386514.2857,2017-09-06 13:06:57.603656
202.2724609375,184714285641.14285,2017-09-06 13:07:58.803696
202.2724609375,185633999140.5714,2017-09-06 13:09:00.003676
202.2724609375,186122167442.2857,2017-09-06 13:09:57.603746
202.2724609375,180380272932.5714,2017-09-06 13:10:58.803766
202.2724609375,181003508589.7143,2017-09-06 13:12:00.003826
202.2724609375,183535344493.71426,2017-09-06 13:12:57.603715
202.2724609375,187014615625.14282,2017-09-06 13:13:58.803725
202.2724609375,189124331812.57144,2017-09-06 13:15:00.003926
202.2724609375,189039146715.42856,2017-09-06 13:15:57.603754
202.2724609375,189400388169.14285,2017-09-06 13:16:58.803694
202.2724609375,192471152347.42856,2017-09-06 13:18:00.003754
202.2724609375,195756668635.4286,2017-09-06 13:18:57.603683
202.2724609375,196768717677.7143,2017-09-06 13:19:58.803673
202.2724609375,197056762441.14285,2017-09-06 13:21:00.003764
202.2724609375,197566770614.85712,2017-09-06 13:21:57.603663
202.2724609375,197724333202.28568,2017-09-06 13:22:58.803663
202.2724609375,202401478363.42856,2017-09-06 13:24:00.003773
202.2724609375,205361479679.99997,2017-09-06 13:24:57.603702
202.2724609375,204721977051.42856,2017-09-06 13:25:58.803622
202.2724609375,200470593535.99997,2017-09-06 13:27:00.003692
202.2724609375,197438832639.99997,2017-09-06 13:27:57.603641
202.2724609375,192529795364.5714,2017-09-06 13:28:58.803611
202.2724609375,172945829302.85712,2017-09-06 13:30:00.003722
202.2724609375,165009747382.85715,2017-09-06 13:30:57.603600
202.2724609375,160426409983.99997,2017-09-06 13:31:58.803671
202.2724609375,155337010614.85715,2017-09-06 13:33:00.003600
202.2724609375,154624264484.5714,2017-09-06 13:33:57.603579
202.2724609375,158323895734.85715,2017-09-06 13:34:58.803589
202.2724609375,161021818587.4286,2017-09-06 13:36:00.003650
202.2724609375,174150053302.85718,2017-09-06 13:36:57.603559
202.2724609375,172052842788.5714,2017-09-06 13:37:58.803619
202.2724609375,175346979401.14285,2017-09-06 13:39:00.003639
202.2724609375,176585949184.0,2017-09-06 13:39:57.603528
202.2724609375,179032145920.0,2017-09-06 13:40:58.803528
202.2724609375,175521469001.14282,2017-09-06 13:42:00.003618
202.2724609375,174064996937.14285,2017-09-06 13:42:57.603527
202.2724609375,173101114514.2857,2017-09-06 13:43:58.803517
202.2724609375,172338956580.5714,2017-09-06 13:45:00.003799
202.2724609375,167335205741.71426,2017-09-06 13:45:57.603758
202.2724609375,167488131657.14285,2017-09-06 13:46:58.803758
202.2724609375,162966592365.7143,2017-09-06 13:48:00.003738
202.2724609375,161405138651.42856,2017-09-06 13:49:58.803747
202.2724609375,160897358701.71426,2017-09-06 13:51:00.003858
202.2724609375,162095316992.0,2017-09-06 13:51:57.603767
202.2724609375,162797411181.7143,2017-09-06 13:52:58.803746
202.2724609375,164415476297.14282,2017-09-06 13:54:00.003756
202.2724609375,159791705526.85715,2017-09-06 13:54:57.603726
202.2724609375,160621133824.0,2017-09-06 13:55:58.803816
202.2724609375,157544501833.14285,2017-09-06 13:57:00.003746
202.2724609375,152669510509.7143,2017-09-06 13:57:57.603715
202.2724609375,149172113993.14285,2017-09-06 13:58:58.803715
202.2724609375,149560728429.71426,2017-09-06 14:00:00.003886
202.2724609375,147987974436.5714,2017-09-06 14:00:57.603714
202.2724609375,150269668790.85715,2017-09-06 14:01:58.803704
202.2724609375,150026284470.85712,2017-09-06 14:03:00.003795
202.2724609375,148522001554.2857,2017-09-06 14:03:57.603724
202.2724609375,147508087076.5714,2017-09-06 14:04:58.803714
202.2724609375,146978258943.99997,2017-09-06 14:06:00.003774
202.2724609375,148097478070.85715,2017-09-06 14:06:57.603723
202.2724609375,146087151908.57144,2017-09-06 14:07:58.803763
202.2724609375,145892594249.14285,2017-09-06 14:09:00.003813
202.2724609375,142539502153.14285,2017-09-06 14:09:57.603722
202.2724609375,144213455433.14285,2017-09-06 14:10:58.803712
202.2724609375,146127773695.99997,2017-09-06 14:12:00.003783
202.2724609375,146922477275.42856,2017-09-06 14:12:57.603712
202.2724609375,143790986971.42856,2017-09-06 14:13:58.803712
202.2724609375,141611670381.71426,2017-09-06 14:15:00.003752
202.2724609375,140195121444.5714,2017-09-06 14:15:57.603711
202.2724609375,142977093046.85712,2017-09-06 14:16:58.803751
202.2724609375,141048214089.14285,2017-09-06 14:18:00.003821
202.2724609375,141305524809.14285,2017-09-06 14:18:57.603720
202.2724609375,144890603812.5714,2017-09-06 14:19:58.803781
202.2724609375,144335099611.42856,2017-09-06 14:21:00.003931
202.2724609375,145472123465.14285,2017-09-06 14:21:57.603770
202.2724609375,147808205677.71426,2017-09-06 14:22:58.803780
202.2724609375,148547723263.99997,2017-09-06 14:24:00.003941
202.2724609375,150310585490.2857,2017-09-06 14:24:57.603749
202.2724609375,147656840923.42856,2017-09-06 14:25:58.803799
202.2724609375,144042983423.99997,2017-09-06 14:27:00.003890
202.2724609375,146604149028.5714,2017-09-06 14:27:57.603779
202.2724609375,147421578386.2857,2017-09-06 14:28:58.803869
202.2724609375,143298437120.0,2017-09-06 14:30:00.003849
202.2724609375,144236861147.4286,2017-09-06 14:30:57.603798
202.2724609375,143103739026.2857,2017-09-06 14:31:58.803808
202.2724609375,147754929590.85712,2017-09-06 14:33:00.003899
202.2724609375,146212972836.5714,2017-09-06 14:33:57.603787
202.2724609375,145709944246.85715,2017-09-06 14:34:58.803848
202.2724609375,145038984338.2857,2017-09-06 14:36:00.003828
202.2724609375,145937348315.42856,2017-09-06 14:36:57.603807
202.2724609375,144071915227.4286,2017-09-06 14:37:58.803827
202.2724609375,144642207158.85715,2017-09-06 14:39:00.003887
202.2724609375,143831671954.2857,2017-09-06 14:39:57.603816
202.2724609375,147531610989.71426,2017-09-06 14:40:58.803826
202.2724609375,146265738678.85715,2017-09-06 14:42:00.003927
202.2724609375,151918639981.7143,2017-09-06 14:42:57.603876
202.2724609375,153242260041.14285,2017-09-06 14:43:58.803826
202.2724609375,153319290587.4286,2017-09-06 14:45:00.003916
202.2724609375,157555832539.4286,2017-09-06 14:45:57.603855
202.2724609375,157683712000.0,2017-09-06 14:46:58.803835
202.2724609375,158983859638.85715,2017-09-06 14:48:00.003865
202.2724609375,157542783853.7143,2017-09-06 14:48:57.603875
202.2724609375,153208211748.57144,2017-09-06 14:49:58.803854
202.2724609375,156278498450.2857,2017-09-06 14:51:00.003995
202.2724609375,159291382637.71426,2017-09-06 14:51:57.603824
202.2724609375,155596477001.14285,2017-09-06 14:52:58.803813
202.2724609375,155895030930.2857,2017-09-06 14:54:00.003924
202.2724609375,153940621019.42856,2017-09-06 14:54:57.603773
202.2724609375,157492101120.0,2017-09-06 14:55:58.803783
202.2724609375,160010630875.42856,2017-09-06 14:57:00.003793
202.2724609375,154816816274.2857,2017-09-06 14:57:57.603762
202.2724609375,151489553554.2857,2017-09-06 14:58:58.803762
202.2724609375,151287119872.0,2017-09-06 15:00:00.003812
202.2724609375,151393749284.5714,2017-09-06 15:00:57.603731
202.2724609375,151034040905.14282,2017-09-06 15:01:58.803731
202.2724609375,151255451940.5714,2017-09-06 15:03:00.003811
202.2724609375,146769615725.7143,2017-09-06 15:03:57.603710
202.2724609375,151957398674.2857,2017-09-06 15:04:58.803700
202.2724609375,152159757458.2857,2017-09-06 15:06:00.003750
202.2724609375,150386051364.5714,2017-09-06 15:06:57.603679
